"","n","err","class"
"476411",476411,0.000607536450159332,3
"476633",476633,0.000594706936805749,3
"476989",476989,0.000509382453955739,3
"478475",478475,0.00108612591856194,3
"479637",479637,0.00115023610616799,3
"479843",479843,0.00106262119631561,3
"480531",480531,0.00102829307050013,3
"481226",481226,0.00109098586656885,3
"481484",481484,0.00102922963103031,3
"481498",481498,0.00101710338041478,3
"481783",481783,0.00101140986399369,3
"481790",481790,0.0010259243207714,3
"483197",483197,0.00161674007284124,3
"484192",484192,0.00153934272017492,3
"484209",484209,0.00155392661488114,3
"484767",484767,0.00155815737983826,3
"485543",485543,0.00137780543366225,3
"485652",485652,0.00143865640182786,3
"485868",485868,0.00129095390909068,3
"486518",486518,0.00121946753226592,3
"487154",487154,0.00111946656667873,3
"487563",487563,0.000961221193620136,3
"488203",488203,0.000991777331147111,3
"488277",488277,0.000980777803545739,3
"488624",488624,0.00108166176962531,3
"489970",489970,0.00143863682364936,3
"491257",491257,0.00161323977905562,3
"491811",491811,0.0015890681223572,3
"492498",492498,0.00149243246221394,3
"492749",492749,0.00147804129916658,3
"492967",492967,0.00151746427262413,3
"493389",493389,0.001748685700168,3
"493901",493901,0.00175999077895649,3
"493949",493949,0.00175665972642368,3
"494888",494888,0.00156769570609428,3
"495100",495100,0.00161483015281622,3
"496043",496043,0.00141464289980429,3
"497597",497597,0.00128625911594913,3
"497772",497772,0.00125902480127582,3
"498047",498047,0.00113381515783074,3
"498094",498094,0.00106886614393261,3
"499278",499278,0.00125392310871748,3
"499564",499564,0.00117092973974849,3
"499656",499656,0.00117629877673744,3
"501278",501278,0.000690744972670844,3
"501884",501884,0.000929614276230529,3
"503709",503709,0.000456266388316245,3
"504255",504255,0.000516389971120774,3
"504632",504632,0.000536314849460366,3
"505750",505750,0.000511425272334279,3
"506067",506067,0.000569490139694221,3
"507760",507760,0.000895550533350698,3
"507770",507770,0.000856663852744434,3
"508325",508325,0.000719069461626043,3
"508334",508334,0.000736761625390171,3
"508759",508759,0.00053891045598056,3
"508761",508761,0.000542839456393545,3
"509188",509188,0.000485508990748946,3
"509232",509232,0.000494011844450817,3
"509961",509961,0.000328982089234379,3
"510334",510334,0.000127335208532617,3
"510445",510445,0.000169996539084771,3
"510448",510448,0.000175872730215707,3
"510908",510908,0.000164220393100841,3
"511949",511949,0.000299850294855147,3
"512335",512335,0.000298502176548882,3
"512808",512808,0.00056340590855379,3
"513096",513096,0.00068006564231117,3
"513228",513228,0.000666698752560393,3
"513327",513327,0.000647023258579565,3
"513378",513378,0.000649762198120612,3
"513437",513437,0.000629460617432498,3
"514441",514441,0.000479668140589321,3
"514469",514469,0.000456999829931078,3
"514709",514709,0.000499397382327698,3
"515051",515051,0.000585726431363164,3
"515096",515096,0.00059606417404123,3
"515713",515713,0.000484769941527317,3
"516557",516557,0.000448435827952096,3
"516764",516764,0.000484382197755863,3
"516841",516841,0.000499043294411607,3
"518379",518379,0.000137364834563602,3
"518619",518619,0.000236928576928104,3
"518842",518842,5.52884353490455e-05,3
"520059",520059,0.000336828566288894,3
"521499",521499,0.000284120138786929,3
"521779",521779,0.000307677310705928,3
"522162",522162,0.000243656335041941,3
"523562",523562,0.000380081467998089,3
"523679",523679,0.00031949637472138,3
"524197",524197,0.000361895693636063,3
"524225",524225,0.000339655538192367,3
"525593",525593,0.000112690255019514,3
"526039",526039,1.82881955627668e-05,3
"526857",526857,8.47504519666205e-05,3
"526859",526859,9.97677689359486e-05,3
"527045",527045,8.68642658600908e-06,3
"527085",527085,2.81578936868458e-05,3
"527803",527803,0.000113930092794712,3
"528120",528120,0.000151758502302268,3
"528453",528453,0.000421856341306923,3
"529091",529091,0.000170957987067418,3
"529730",529730,0.000274299736614223,3
"530051",530051,0.000341746758612325,3
"530098",530098,0.000383944964635394,3
"530323",530323,0.00035201980303634,3
"530525",530525,0.000232702872501503,3
"531869",531869,0.000426106229782603,3
"531872",531872,0.000439099769174217,3
"532421",532421,0.00026389842835464,3
"532561",532561,0.000280132673352373,3
"532889",532889,0.00040848067934204,3
"533154",533154,0.000506166248397959,3
"533283",533283,0.000542952300239499,3
"533872",533872,0.000590220640628541,3
"534266",534266,0.000371805918231947,3
"534365",534365,0.000334866028886988,3
"535743",535743,0.000426126579752822,3
"536264",536264,0.00050775081682059,3
"536908",536908,0.000304607309893583,3
"537766",537766,0.000183203009676331,3
"539667",539667,0.000388559064035636,3
"540714",540714,0.000486290855673621,3
"542995",542995,0.00055505842522761,3
"543024",543024,0.000574638804204907,3
"543064",543064,0.000555697295936754,3
"543922",543922,0.000635729761995438,3
"543966",543966,0.000645901203593866,3
"545106",545106,0.000717103624348357,3
"545498",545498,0.000579447014505185,3
"546062",546062,0.000544364894699637,3
"546085",546085,0.00053852667502953,3
"546598",546598,0.000542472897153492,3
"547100",547100,0.000367234331604843,3
"548198",548198,0.000497176054744683,3
"548798",548798,0.000613462242380613,3
"549062",549062,0.000529511730803347,3
"551150",551150,0.000785584401509438,3
"551551",551551,0.000669002319568821,3
"551628",551628,0.000709011651657779,3
"551786",551786,0.000709886675292483,3
"551798",551798,0.000706087566672869,3
"552970",552970,0.00109467537370414,3
"553057",553057,0.00113434347728959,3
"553595",553595,0.0010745719952713,3
"553642",553642,0.00106120271968222,3
"554424",554424,0.000954351538853678,3
"554458",554458,0.000946603587437627,3
"555428",555428,0.000858229141078599,3
"555514",555514,0.000774657718399624,3
"555520",555520,0.000763848660316624,3
"555876",555876,0.000640046292226224,3
"556069",556069,0.000613602949586894,3
"557226",557226,0.000581642027302517,3
"558088",558088,0.000599148760201121,3
"558530",558530,0.000570428431185083,3
"558544",558544,0.0005808418815238,3
"558678",558678,0.000571499259322894,3
"559430",559430,0.000626255533774266,3
"560249",560249,0.000366576726056445,3
"562096",562096,0.000817931459793027,3
"562881",562881,0.000654860386058414,3
"562995",562995,0.00064590702952443,3
"563483",563483,0.000641260082532971,3
"563656",563656,0.00063309213921289,3
"564566",564566,0.000600358880984088,3
"564623",564623,0.000604678308559425,3
"565053",565053,0.000562450925482042,3
"565340",565340,0.000615566353098887,3
"566449",566449,0.000528922001762999,3
"567210",567210,0.000602058788173567,3
"568080",568080,0.000552789930839504,3
"568123",568123,0.000581743693748365,3
"568180",568180,0.000586037947719959,3
"568583",568583,0.00052186862939995,3
"568842",568842,0.000362548227178069,3
"568910",568910,0.000277824286527548,3
"568954",568954,0.000339841954999154,3
"569109",569109,0.000363483036463647,3
"569119",569119,0.000345905632036194,3
"569211",569211,0.000340947505085015,3
"569846",569846,0.000269900563376669,3
"570000",570000,0.000173550065716006,3
"573787",573787,1.30049755723099e-06,3
"573940",573940,4.33632318110808e-05,3
"574332",574332,3.55208645609574e-05,3
"574471",574471,1.86573345822745e-05,3
"574525",574525,2.63821542051404e-05,3
"574558",574558,6.65642616458082e-05,3
"575509",575509,0.00030659194674171,3
"576368",576368,0.000489480486293801,3
"577273",577273,0.000459554362384321,3
"577466",577466,0.00045032047496532,3
"577662",577662,0.000514920340552147,3
"578541",578541,0.000577167003017378,3
"580352",580352,0.000314125756253918,3
"580692",580692,0.000472710246297664,3
"581999",581999,0.000537355324124371,3
"582317",582317,0.000487387501505969,3
"583356",583356,0.000585420216154177,3
"583533",583533,0.000497878096471815,3
"584434",584434,0.000614107561673629,3
"585094",585094,0.000724968385555443,3
"586207",586207,0.00052552181725596,3
"586515",586515,0.000543377790623724,3
"586771",586771,0.00043885864434884,3
"586877",586877,0.000366050900057335,3
"588109",588109,0.000521886882093442,3
"588278",588278,0.000522574946890481,3
"588631",588631,0.000532580022180669,3
"589227",589227,0.000567840206099363,3
"591054",591054,0.000822985178813716,3
"591757",591757,0.0010384707776361,3
"592403",592403,0.000990025778101272,3
"593528",593528,0.000979744742277928,3
"593713",593713,0.00107399976431124,3
"594102",594102,0.00111074703046599,3
"594216",594216,0.00113557233610965,3
"594232",594232,0.00112910596378131,3
"594661",594661,0.00118296604450107,3
"594807",594807,0.00122815910667636,3
"594970",594970,0.00123522662341401,3
"595236",595236,0.00121528569722956,3
"595992",595992,0.00106854900502818,3
"596235",596235,0.00107668014148179,3
"596252",596252,0.00102204016698697,3
"596369",596369,0.00100195546435192,3
"597152",597152,0.00119972677891893,3
"597241",597241,0.00121579365895656,3
"598504",598504,0.00122016762078927,3
"598593",598593,0.00118651778853193,3
"599163",599163,0.00102831000872146,3
"599776",599776,0.00118993098832019,3
"600977",600977,0.00130571343798665,3
"602016",602016,0.00097120588500785,3
"602478",602478,0.000931129028894218,3
"602946",602946,0.000933935019513031,3
"603023",603023,0.000995755836621943,3
"603504",603504,0.000987179778209364,3
"604942",604942,0.000887734776993647,3
"605923",605923,0.000656769797377207,3
"606895",606895,0.000591386911295359,3
"607079",607079,0.000731021792073883,3
"607279",607279,0.000717351066590598,3
"607385",607385,0.000695911326660865,3
"607466",607466,0.000747573050399171,3
"608254",608254,0.000771018881382739,3
"608471",608471,0.000752698521918276,3
"608520",608520,0.000735427190097376,3
"608955",608955,0.000733036623772423,3
"609750",609750,0.000784171551249067,3
"610190",610190,0.000822427642356413,3
"610233",610233,0.000746645166962904,3
"610798",610798,0.000745964080361093,3
"611323",611323,0.000825829912271581,3
"611828",611828,0.000759492902987016,3
"613442",613442,0.00106175543434984,3
"615323",615323,0.0011352938672623,3
"615879",615879,0.00116794826707286,3
"615973",615973,0.00123991460707932,3
"616283",616283,0.00140454658026283,3
"616595",616595,0.00145972184864894,3
"616844",616844,0.00150927831838086,3
"616883",616883,0.00149206313760189,3
"617039",617039,0.001503544691637,3
"617333",617333,0.00143315140696263,3
"617436",617436,0.00148735482025722,3
"619352",619352,0.00139149137889132,3
"619748",619748,0.00135782848547227,3
"620342",620342,0.0011955647386011,3
"621856",621856,0.00123635102945194,3
"621866",621866,0.00123647237132905,3
"622764",622764,0.00110092185092474,3
"623360",623360,0.00107010307566141,3
"623471",623471,0.00100947242408078,3
"625136",625136,0.00111738262920299,3
"625163",625163,0.00112881240746074,3
"625232",625232,0.0010646572663639,3
"625415",625415,0.00113506599383614,3
"626157",626157,0.0010998033794716,3
"626212",626212,0.00106090614658236,3
"626403",626403,0.00112813873550003,3
"627702",627702,0.00117398174814691,3
"627735",627735,0.00117911882716323,3
"628477",628477,0.00136473878366631,3
"628711",628711,0.00131074234073813,3
"629627",629627,0.00120511429098217,3
"631124",631124,0.00137543107440998,3
"631992",631992,0.00124131075015575,3
"632160",632160,0.00127153852202321,3
"632247",632247,0.00125219101247142,3
"633594",633594,0.000762886435201932,3
"634417",634417,0.000715480435190051,3
"634595",634595,0.000730238850790896,3
"634846",634846,0.000734983714108956,3
"635117",635117,0.000755584939963548,3
"635912",635912,0.00057077780405048,3
"636083",636083,0.000527794160335965,3
"636621",636621,0.000516085861569304,3
"636884",636884,0.000524168398995349,3
"637596",637596,0.00036549141189784,3
"638428",638428,0.00061245395146093,3
"638612",638612,0.000527887789260017,3
"638685",638685,0.000564526466669598,3
"638890",638890,0.000528376543721926,3
"639175",639175,0.000431256317046059,3
"640020",640020,0.000450025461514581,3
"641769",641769,0.000440298256571618,3
"641870",641870,0.000396827171382815,3
"642374",642374,0.000548453322072187,3
"642809",642809,0.000453794594058332,3
"644229",644229,0.000549082467935763,3
"644738",644738,0.00050792295742906,3
"644757",644757,0.000522002946264885,3
"645476",645476,0.000667875851616347,3
"647525",647525,0.000646098278797824,3
"648021",648021,0.000875648403999176,3
"648285",648285,0.000793245031341822,3
"649268",649268,0.000657253430210204,3
"651141",651141,0.000685191556127915,3
"652283",652283,0.000398484169261652,3
"652368",652368,0.000467950201374828,3
"653046",653046,0.000579795102867875,3
"653896",653896,0.000742043864920821,3
"654112",654112,0.000678022853034083,3
"654790",654790,0.000743938493127332,3
"655203",655203,0.000677901800239075,3
"655313",655313,0.000709513912136546,3
"656356",656356,0.000621159737977735,3
"657226",657226,0.000797863117446464,3
"657734",657734,0.000861296533906094,3
"657763",657763,0.000860138803985841,3
"657845",657845,0.000924410412358565,3
"657865",657865,0.000909582107897532,3
"657957",657957,0.00091369592616824,3
"658161",658161,0.000967340214263069,3
"658198",658198,0.000887963803963904,3
"658264",658264,0.000867674025961123,3
"658775",658775,0.000875317812337191,3
"658919",658919,0.000837933743128044,3
"659216",659216,0.000806929390099268,3
"661474",661474,0.000306682167700439,3
"661509",661509,0.000299638504977863,3
"662115",662115,0.000406207305801143,3
"664150",664150,0.000334861927060337,3
"664358",664358,0.000364362534836455,3
"664539",664539,0.000308483394766195,3
"665116",665116,0.000251751881400301,3
"665357",665357,0.000256331458000935,3
"665786",665786,0.000379439784451078,3
"666767",666767,0.000318959024401128,3
"667150",667150,0.000298559885696242,3
"667598",667598,0.000197350750657421,3
"667616",667616,0.000209459911588997,3
"667723",667723,0.000236069725645615,3
"668048",668048,2.50832494409277e-05,3
"668210",668210,4.39965362982236e-05,3
"669104",669104,1.816422814207e-05,3
"669994",669994,0.000251722520138253,3
"670480",670480,0.000444180537055532,3
"671284",671284,0.000371477421943009,3
"671703",671703,0.000345734667290239,3
"672817",672817,0.000512919597630944,3
"673195",673195,0.000588238396828062,3
"675510",675510,0.000608982587800308,3
"675830",675830,0.00059818586111656,3
"678064",678064,0.000324011440847007,3
"678388",678388,0.000319284268383186,3
"679611",679611,0.000397229591960738,3
"681886",681886,0.000679591894830869,3
"681980",681980,0.00062838482576094,3
"682043",682043,0.000633497909751038,3
"682492",682492,0.000593835921832904,3
"682790",682790,0.00050740323421692,3
"682945",682945,0.000516538202579656,3
"683578",683578,0.000340036758069366,3
"683946",683946,0.000341680567227377,3
"684048",684048,0.000287875359338388,3
"684932",684932,0.000290155391667087,3
"685689",685689,0.000425295986796001,3
"687702",687702,0.000252293126901929,3
"688150",688150,6.77122110583013e-05,3
"688560",688560,0.0001160877631044,3
"692155",692155,5.36932142702728e-05,3
"694253",694253,0.00032255440243921,3
"695341",695341,0.00023988357391021,3
"695481",695481,0.000223815171791129,3
"695544",695544,0.000218724147005162,3
"696173",696173,0.000368634588893472,3
"696620",696620,0.000352802509463567,3
"696932",696932,0.000445426601187869,3
"697001",697001,0.000431714044357431,3
"697009",697009,0.000434452494491797,3
"697155",697155,0.000438209537711707,3
"697274",697274,0.000494919959579347,3
"697727",697727,0.00052725402455761,3
"698488",698488,0.000671792305190512,3
"699196",699196,0.000778466887292229,3
"700199",700199,0.000887930926560741,3
"700272",700272,0.000910985945125675,3
"701670",701670,0.000993384540826061,3
"701911",701911,0.000974494240876448,3
"702085",702085,0.000994665334035174,3
"702685",702685,0.00108506022454038,3
"702698",702698,0.00108064591329878,3
"703532",703532,0.00104922921252844,3
"704432",704432,0.000952241361718235,3
"705144",705144,0.000925543937208645,3
"705267",705267,0.000961798050368516,3
"705340",705340,0.000928467570390581,3
"706531",706531,0.000896666009187476,3
"706759",706759,0.000784149906357689,3
"707989",707989,0.000753529690593238,3
"708303",708303,0.00079968172615959,3
"708461",708461,0.000744378452601027,3
"708634",708634,0.000807795026985159,3
"709821",709821,0.00085180478979995,3
"710623",710623,0.000838142272149701,3
"710691",710691,0.000826063991909208,3
"712232",712232,0.000748215412641344,3
"712889",712889,0.000535039877146604,3
"713399",713399,0.000597850595097715,3
"714809",714809,0.000371344593515318,3
"715516",715516,0.000366455960159245,3
"715750",715750,0.000288682233497158,3
"718126",718126,0.000205105174528113,3
"718575",718575,0.000278056200789813,3
"718771",718771,0.000247278084728238,3
"718905",718905,0.000240596216203703,3
"719265",719265,0.000120842538173298,3
"720245",720245,0.000270249894468942,3
"720744",720744,0.000371036702150982,3
"721294",721294,0.000322481496915428,3
"722328",722328,0.000353802984835766,3
"723022",723022,0.000367376806502978,3
"723204",723204,0.000372235645205351,3
"723927",723927,0.00050797260929357,3
"724103",724103,0.000477130360028515,3
"724822",724822,0.000442975195891579,3
"725454",725454,0.000589606960647598,3
"726640",726640,0.000679368879365149,3
"726927",726927,0.000664841530774596,3
"728561",728561,0.000674883847352121,3
"729239",729239,0.000679703005151488,3
"729638",729638,0.00066919025268824,3
"730732",730732,0.000551115105744776,3
"731061",731061,0.000580580720744964,3
"731569",731569,0.000475172422928801,3
"731740",731740,0.00041073809826615,3
"732604",732604,0.000398962909085666,3
"734106",734106,0.000418815685671291,3
"734280",734280,0.000304704577399558,3
"734664",734664,0.000355008879600007,3
"734834",734834,0.000410914476189423,3
"735742",735742,0.000566747147824828,3
"735958",735958,0.000711923399042822,3
"739498",739498,0.000696940303274629,3
"740003",740003,0.000601997060111931,3
"740932",740932,0.000677805733180179,3
"742119",742119,0.000566552211220215,3
"742546",742546,0.000634016468423428,3
"743683",743683,0.000695789471239985,3
"743796",743796,0.000701015926702965,3
"744181",744181,0.000765134808264922,3
"744676",744676,0.00067063344989565,3
"745157",745157,0.00069050181926727,3
"745570",745570,0.000805330668848342,3
"746333",746333,0.000830751191655715,3
"748870",748870,0.00085371799005153,3
"748928",748928,0.000864920126767603,3
"748994",748994,0.000807388232185634,3
"749503",749503,0.000798256551705313,3
"750154",750154,0.000793293011221363,3
"750494",750494,0.00078370472244836,3
"751144",751144,0.000843410621327206,3
"751322",751322,0.000882231794378354,3
"752752",752752,0.000791895953529853,3
"753912",753912,0.000777894829600239,3
"755271",755271,0.000882853004568618,3
"755896",755896,0.000830375261647641,3
"756425",756425,0.000782209983757148,3
"757298",757298,0.000939336497931239,3
"757314",757314,0.000921178159791325,3
"757629",757629,0.000970237583365809,3
"757674",757674,0.000951077985301989,3
"757975",757975,0.000929341155277142,3
"758236",758236,0.000854915439133277,3
"759316",759316,0.000657325248324313,3
"760545",760545,0.000708250275808454,3
"760710",760710,0.000755607117940474,3
"761109",761109,0.000732465928538296,3
"762088",762088,0.000676473144697457,3
"762842",762842,0.000754651158110085,3
"763513",763513,0.000957739210007223,3
"763939",763939,0.00100881273435651,3
"764340",764340,0.000988251185580914,3
"765099",765099,0.000942865776880618,3
"765746",765746,0.0011527176583708,3
"767294",767294,0.00106217943239248,3
"767486",767486,0.00101503325018544,3
"767872",767872,0.00100086561949286,3
"768008",768008,0.00100998735644028,3
"768353",768353,0.00101992744763988,3
"769288",769288,0.00102291933916409,3
"770297",770297,0.000915984329895041,3
"770427",770427,0.000891580006716875,3
"771327",771327,0.000913637742170841,3
"772104",772104,0.000994732102683464,3
"772812",772812,0.00110191018641435,3
"773321",773321,0.00106723055170415,3
"773507",773507,0.00105114528431422,3
"773698",773698,0.00101590067079116,3
"773938",773938,0.00100550155779839,3
"774488",774488,0.00101102414631144,3
"774921",774921,0.000929665299982304,3
"774938",774938,0.000913209353034147,3
"775795",775795,0.000981952968707353,3
"776265",776265,0.00108882824470982,3
"776928",776928,0.000907848386358053,3
"777574",777574,0.000769068018430543,3
"777739",777739,0.000713416139888603,3
"778184",778184,0.00072439900940143,3
"778970",778970,0.000651091287290513,3
"779506",779506,0.000422708429076212,3
"779915",779915,0.000514786484741311,3
"779986",779986,0.000504101710070291,3
"780223",780223,0.000490100681318647,3
"780306",780306,0.000558308265698891,3
"780797",780797,0.000450494763245021,3
"780889",780889,0.000454015047899648,3
"782120",782120,0.000569778135078364,3
"783010",783010,0.000579112685569772,3
"783472",783472,0.000649738244309159,3
"785024",785024,0.000718847867505864,3
"786056",786056,0.000757176129992443,3
"786138",786138,0.000785752337916745,3
"786957",786957,0.000906175013346309,3
"789358",789358,0.00100673090550323,3
"789749",789749,0.00099928454486886,3
"789774",789774,0.00100580623548203,3
"790902",790902,0.00111465252725349,3
"791386",791386,0.00111182682800944,3
"792213",792213,0.00104100833365726,3
"792427",792427,0.00103559370994082,3
"792905",792905,0.00105026459158737,3
"793346",793346,0.001068306120666,3
"793998",793998,0.00130184712909996,3
"794777",794777,0.00117074370009658,3
"795500",795500,0.00119385986233631,3
"795766",795766,0.00120387009477166,3
"796036",796036,0.00128115204550261,3
"796440",796440,0.00124015282156218,3
"796850",796850,0.0011569589813745,3
"797058",797058,0.00120620549141219,3
"797929",797929,0.00138963082570862,3
"798139",798139,0.00146609057269036,3
"799020",799020,0.00156223578550376,3
"799182",799182,0.00157858280817519,3
"799502",799502,0.00153187428440514,3
"800832",800832,0.00151916071080863,3
"801485",801485,0.00161535921500881,3
"802232",802232,0.00168010464965266,3
"802736",802736,0.00162776294782998,3
"803119",803119,0.00157316693952285,3
"806531",806531,0.00163070220824629,3
"806545",806545,0.00162345253707497,3
"806829",806829,0.00168002792669412,3
"807790",807790,0.00171424567087629,3
"807798",807798,0.00172413215986825,3
"808680",808680,0.00163622373829402,3
"809350",809350,0.00161764517655474,3
"809374",809374,0.00161050959054596,3
"809603",809603,0.00169701661148265,3
"809847",809847,0.00166732843481762,3
"810518",810518,0.0017600475804743,3
"810895",810895,0.00175964517841912,3
"813275",813275,0.0014511208138943,3
"813621",813621,0.00137626853011073,3
"814546",814546,0.00134208734674747,3
"814612",814612,0.00137432687897509,3
"814633",814633,0.00136356694760656,3
"815593",815593,0.00134799241684517,3
"816940",816940,0.00122314389837405,3
"817133",817133,0.00122856841224056,3
"817235",817235,0.00120767913167589,3
"817820",817820,0.00117067644817949,3
"818234",818234,0.00117937327300938,3
"818496",818496,0.00112367780600645,3
"819399",819399,0.000990584102615839,3
"820366",820366,0.000899482575323274,3
"822180",822180,0.000969920696600334,3
"822374",822374,0.00103685051436765,3
"823440",823440,0.00100594981259203,3
"823493",823493,0.00104617156123587,3
"823787",823787,0.00117406996412722,3
"824779",824779,0.00102939045018444,3
"825184",825184,0.0011713344674087,3
"825878",825878,0.00118253080008798,3
"826898",826898,0.00104805897279381,3
"827046",827046,0.00103506095048276,3
"827547",827547,0.00110083778234015,3
"828869",828869,0.000900224630140354,3
"828891",828891,0.000914783862845501,3
"829056",829056,0.00100601950645035,3
"830007",830007,0.00105195031193019,3
"830929",830929,0.0010509845715659,3
"831359",831359,0.00109075193145921,3
"831937",831937,0.00109371275116882,3
"832699",832699,0.00125787695751064,3
"832997",832997,0.00111539585899762,3
"833010",833010,0.00111908527659377,3
"833456",833456,0.0010232859165314,3
"835098",835098,0.00117147991881197,3
"835424",835424,0.00116970383885731,3
"835632",835632,0.00114550252207569,3
"837884",837884,0.00102643367500674,3
"839967",839967,0.00122621719622351,3
"840439",840439,0.00123281952511181,3
"840462",840462,0.0012129767871211,3
"841179",841179,0.00123946083927003,3
"841500",841500,0.00119639930795447,3
"842222",842222,0.00109933436953731,3
"844155",844155,0.00115567609265753,3
"845635",845635,0.000922870567983368,3
"846435",846435,0.000860035721565448,3
"847803",847803,0.00066003155234255,3
"849363",849363,0.000546577832015293,3
"850189",850189,0.000444986469771484,3
"850465",850465,0.000536270204779996,3
"851114",851114,0.000704439072210494,3
"851193",851193,0.000692379229607444,3
"851321",851321,0.000679623620419325,3
"851516",851516,0.000757143194999059,3
"851992",851992,0.000663900096620539,3
"853589",853589,0.000652380382822698,3
"854645",854645,0.000657786378881907,3
"854745",854745,0.000623946936751151,3
"854970",854970,0.000678265107099755,3
"855487",855487,0.000760792746150827,3
"855904",855904,0.00073806462820325,3
"858992",858992,0.000603124290548055,3
"859050",859050,0.000635984408684481,3
"859219",859219,0.000624896796327997,3
"860031",860031,0.000473548372968537,3
"860637",860637,0.000520860861126869,3
"862380",862380,0.000563994405471875,3
"862906",862906,0.0006792788982857,3
"863229",863229,0.000674272944534604,3
"864394",864394,0.000576262119801352,3
"864513",864513,0.00055331386035306,3
"865154",865154,0.000537642166160435,3
"865203",865203,0.00054841991788547,3
"867754",867754,0.000322466072130779,3
"867893",867893,0.000334099835612869,3
"869234",869234,0.000200029828139702,3
"870569",870569,0.000173339881912797,3
"871564",871564,5.23800413201492e-05,3
"874182",874182,2.5792921054359e-05,3
"875770",875770,0.000112415284365112,3
"876159",876159,2.46274509463135e-05,3
"876671",876671,4.33100418433197e-05,3
"877032",877032,1.97744467610821e-05,3
"877135",877135,1.85512272274083e-05,3
"878193",878193,3.81388031814983e-05,3
"878462",878462,1.71209056554786e-05,3
"879451",879451,0.000183642893524019,3
"879467",879467,0.000168020394223458,3
"879561",879561,0.000117101484283903,3
"879919",879919,2.82549440681546e-05,3
"879935",879935,4.64375915602854e-05,3
"880528",880528,7.82120617568548e-05,3
"881322",881322,0.000146787134288611,3
"882236",882236,0.000171462853005311,3
"882666",882666,0.000220576928991631,3
"882920",882920,0.000193850823119759,3
"883031",883031,0.000162377397079653,3
"883802",883802,0.000215880111012949,3
"884396",884396,0.000214908918349398,3
"885901",885901,0.000291001774419715,3
"886761",886761,0.000142745286225474,3
"887159",887159,0.000222597161717444,3
"887700",887700,0.000273594874722551,3
"889285",889285,0.000227455721799628,3
"889672",889672,0.000138703466857304,3
"890681",890681,0.000258669920524127,3
"892037",892037,7.82805353073204e-05,3
"892244",892244,0.000154731934813449,3
"892488",892488,0.000183745576636744,3
"892566",892566,0.000215591711639589,3
"892695",892695,0.000182408305254328,3
"892853",892853,0.000159506409479174,3
"893166",893166,0.000210248674343019,3
"893528",893528,0.000227033438121302,3
"893735",893735,0.000214596961798929,3
"895272",895272,0.000270271046509846,3
"895896",895896,0.000103601543475653,3
"897557",897557,0.000319549454012662,3
"898446",898446,0.00038198276660583,3
"898997",898997,0.000322078966340156,3
"899154",899154,0.000232057856668135,3
"899726",899726,0.000173595660931852,3
"900324",900324,0.000111054214809878,3
"900728",900728,0.00014135455655636,3
"901380",901380,2.61426027263266e-05,3
"901705",901705,2.84641835322388e-05,3
"902173",902173,7.00390942921468e-05,3
"903214",903214,0.000168482423262511,3
"903353",903353,0.000146257133887628,3
"903515",903515,0.000175374182617012,3
"903582",903582,0.000178000946589502,3
"903833",903833,0.000218283262814874,3
"903854",903854,0.000206010920327624,3
"904602",904602,0.000211727732345216,3
"905241",905241,0.000140775395780744,3
"905832",905832,0.000188572559349857,3
"906287",906287,9.11032027994598e-05,3
"906725",906725,0.000110866956407137,3
"907079",907079,2.65322291715761e-05,3
"907282",907282,7.59094531305477e-05,3
"908968",908968,0.000151079910967175,3
"909955",909955,0.000111979056442937,3
"910959",910959,0.000337206867434752,3
"911740",911740,0.000393538279905285,3
"911763",911763,0.000368302498917913,3
"912647",912647,0.00048542580156678,3
"913414",913414,0.000546010006404394,3
"913720",913720,0.000558073461513802,3
"914467",914467,0.000456141815929315,3
"914750",914750,0.00038501727929136,3
"915170",915170,0.000413303070273785,3
"916223",916223,0.000410307806763387,3
"916330",916330,0.000412479574780199,3
"916601",916601,0.0003654234559036,3
"916852",916852,0.000405082467031985,3
"917212",917212,0.000498738224809422,3
"917388",917388,0.000468865252416769,3
"917702",917702,0.000504583829777762,3
"917814",917814,0.000468891316291619,3
"918568",918568,0.000381444950736322,3
"919036",919036,0.000357364825859647,3
"919350",919350,0.000317585388540948,3
"919861",919861,0.000300676984953144,3
"920486",920486,0.000353736116565659,3
"921370",921370,0.000286877069429583,3
"923422",923422,0.000286045591915448,3
"923736",923736,0.000343054056951643,3
"924574",924574,0.000444135487199359,3
"924734",924734,0.00037822541937686,3
"925379",925379,0.000387907721803758,3
"926942",926942,0.000283689830424647,3
"928139",928139,0.000179085016487079,3
"929232",929232,0.000261347870236069,3
"929629",929629,0.000143396956327277,3
"930283",930283,0.000250065307940542,3
"930289",930289,0.000243614086447211,3
"930977",930977,0.000366838204520742,3
"931764",931764,0.000234645107522174,3
"932830",932830,0.00019671364190144,3
"933090",933090,0.000268572446324992,3
"934294",934294,0.000242055988887162,3
"934315",934315,0.000262010318243229,3
"934467",934467,0.000247810424464027,3
"934469",934469,0.000256276925205269,3
"935318",935318,0.00015375345900842,3
"935928",935928,0.000200883115481056,3
"935977",935977,0.000233242437925421,3
"936020",936020,0.000261420486780361,3
"936437",936437,0.000366418739692029,3
"937074",937074,0.0003210618920832,3
"937771",937771,0.000254047256730085,3
"938247",938247,0.000137478446257324,3
"938369",938369,0.000102516539531674,3
"938879",938879,6.60179763106627e-05,3
